	item	cnt
7133	B004B309I0	1
7134	B004B39YHM	1
7135	B004B3BVW8	1
7136	B004B56DGA	1
7137	B004B6FWEI	1
7138	B004B74F86	1
7139	B004BAML8Y	1
7140	B004BDJZCG	1
7141	B004BGV8PK	1
7142	B004BUEA9C	1
7143	B004C3BRE4	1
7144	B004C444BG	1
7145	B004C4YVGO	1
7146	B004C5TZ96	1
7147	B004CBBRLE	1
7148	B004CDBP9G	1
7149	B004CDFLRS	1
7150	B004CEKJX8	1
7151	B004CFCMBO	1
7152	B004CG4EE6	1
7153	B004CJPC12	1
7154	B004CM07DW	1
7155	B004COJOFM	3
7156	B004CRXQGM	1
7157	B004CSC1WG	1
7158	B004CVRAFQ	1
7159	B004CWQKDS	1
7160	B004CXE7N2	1
7161	B004D1IMSE	1
7162	B004D7SAYE	1
7163	B004D93QKA	2
7164	B004D9IZBU	1
7165	B004DCAUGK	1
7166	B004DGJJX6	1
7167	B004DHSJ4A	1
7168	B004DIDM8W	1
7169	B004DJ04PU	1
7170	B004DJ1CBU	1
7171	B004DJJB2M	1
7172	B004DKQTGW	1
7173	B004DKYMXO	1
7174	B004DNVP2C	2
7175	B004DQ7KAK	1
7176	B004DQYGB6	1
7177	B004DRJ1Q0	1
7178	B004DTXJZ2	1
7179	B004DUBLP6	1
7180	B004DZP7R4	1
7181	B004E2XA4I	1
7182	B004E4AVY8	1
7183	B004E8L8Q4	1
7184	B004EAZR7I	1
7185	B004EBJKXY	1
7186	B004ECHAAS	1
7187	B004EILQUW	1
7188	B004EIMMF0	1
7189	B004EJLCPA	1
7190	B004EJNBP4	1
7191	B004EKWB0E	1
7192	B004ELBRK8	1
7193	B004ELBTBA	1
7194	B004EM2NSC	1
7195	B004EPLZZQ	1
7196	B004EPXUIQ	1
7197	B004EQEB3I	1
7198	B004FA8JJK	1
7199	B004FBMV5W	1
7200	B004FEEQOS	1
7201	B004FKM1GW	1
7202	B004FLEHWC	1
7203	B004FPTMJG	1
7204	B004FRXKEW	1
7205	B004FS8LYK	2
7206	B004FWZUAO	1
7207	B004G0S39K	1
7208	B004G6XRTU	1
7209	B004G6ZCXY	1
7210	B004GEAPHO	1
7211	B004GL64LI	1
7212	B004GLD95W	1
7213	B004GXE88M	1
7214	B004H9O8XU	1
7215	B004HE9G14	1
7216	B004HEXRXM	2
7217	B004HKIC9K	1
7218	B004HQK9QI	1
7219	B004HZIRHW	1
7220	B004I5BQC4	1
7221	B004I5BUY8	1
7222	B004I6EO3G	1
7223	B004I8W6KC	1
7224	B004I8W8TG	1
7225	B004IBT2D8	1
7226	B004IJMOKI	1
7227	B004IK24MU	3
7228	B004IKK64S	1
7229	B004ILKMDM	1
7230	B004IMUAQK	1
7231	B004IZVVYM	1
7232	B004J0AC1E	1
7233	B004J2KDHK	1
7234	B004J2S3I6	2
7235	B004JF5I0Y	1
7236	B004JHJHCC	1
7237	B004JKGQVE	1
7238	B004JKLXS0	1
7239	B004JLO642	1
7240	B004JQQTEW	1
7241	B004K0Q8LG	1
7242	B004K56TS8	1
7243	B004KIN7D0	1
7244	B004KOBBKU	1
7245	B004KTC3PW	1
7246	B004KUUKCO	1
7247	B004L5SJ4Y	1
7248	B004L98C7Y	1
7249	B004LA3SE0	1
7250	B004LB4V5O	1
7251	B004LB4VM2	1
7252	B004LC1QE2	1
7253	B004LEUVY6	1
7254	B004LJYADY	1
7255	B004LKXE6M	1
7256	B004LL9G8Q	1
7257	B004LLC4B2	1
7258	B004LMTYAU	1
7259	B004LQGMN8	1
7260	B004LSY9VI	1
7261	B004LTHFNG	1
7262	B004LUPEU6	1
7263	B004LVOZY6	1
7264	B004LXFDJK	1
7265	B004LZEXXK	1
7266	B004M2CZFA	1
7267	B004M47EB8	1
7268	B004M4IO08	1
7269	B004M5I4AC	1
7270	B004M6HRPE	1
7271	B004M6UD46	1
7272	B004M6UDF0	1
7273	B004M6Z92M	1
7274	B004M6ZWNS	1
7275	B004M71RQ8	1
7276	B004M7U1ME	1
7277	B004M8K9AW	1
7278	B004MGMIRQ	1
7279	B004MKN3YE	1
7280	B004MLTTAK	1
7281	B004MLVSRC	1
7282	B004MUICAO	1
7283	B004MW55Z2	1
7284	B004MXAG8C	1
7285	B004MY60DG	1
7286	B004N4XV1Y	1
7287	B004N62IO8	1
7288	B004N62IWK	1
7289	B004NBCPWS	1
7290	B004NGKL1A	1
7291	B004NPQYXA	1
7292	B004NS78I2	1
7293	B004O2GUPE	1
7294	B004O4KZV2	1
7295	B004O73CWS	1
7296	B004O9Y2B6	1
7297	B004OBKLKK	1
7298	B004ODP2UW	1
7299	B004OKLB96	1
7300	B004ONDUTW	1
7301	B004OVDUKI	1
7302	B004P49LZM	1
7303	B004P4B0VK	1
7304	B004P8J3JW	1
7305	B004P971KE	1
7306	B004PNIZ00	1
7307	B004PX4YFK	1
7308	B004Q1RZQG	1
7309	B004Q7AB4I	1
7310	B004QKXOQM	1
7311	B004QL7O5I	1
7312	B004QL7SEK	1
7313	B004QNRYF6	1
7314	B004R1I492	1
7315	B004R7SCKM	1
7316	B004R8RF4A	1
7317	B004R9K95G	1
7318	B004RC9OHW	1
7319	B004RDSD3C	1
7320	B004RIACMW	1
7321	B004RIJ4VW	1
7322	B004RKJK0U	3
7323	B004RKK5PY	1
7324	B004RQG64C	1
7325	B004RQX7QC	1
7326	B004RSGCFI	1
7327	B004RY5E6K	1
7328	B004S28724	1
7329	B004S5QJUS	2
7330	B004S5Z3GO	1
7331	B004S664CA	1
7332	B004S8F7QM	1
7333	B004SG8ESC	1
7334	B004SI22VK	1
7335	B004SJ9UMS	1
7336	B004SMXA5I	1
7337	B004SRNS9G	1
7338	B004SW9LE2	1
7339	B004SW9N9K	1
7340	B004T7PWZ8	1
7341	B004TBN4AE	1
7342	B004TC4ZJW	1
7343	B004TMNPE8	1
7344	B004TT6RD2	1
7345	B004TUJMII	1
7346	B004U252AM	2
7347	B004U35U76	1
7348	B004U4ECDI	1
7349	B004U53A7Q	1
7350	B004U5C1N0	1
7351	B004U5R5BI	1
7352	B004U6Y0I8	1
7353	B004U7GPXA	1
7354	B004U7JJWE	2
7355	B004U7SNEE	1
7356	B004U8S0D2	1
7357	B004UA225M	1
7358	B004UBJ7KE	1
7359	B004UCA1VM	1
7360	B004UCVLT8	1
7361	B004UI6FWU	1
7362	B004UIATJA	1
7363	B004UJ1W40	1
7364	B004UJJBJ8	1
7365	B004UKPCQI	1
7366	B004UMAPRW	1
7367	B004UONPO0	1
7368	B004UOQ2IQ	1
7369	B004UPPBG4	1
7370	B004UUDE22	1
7371	B004UUEAX4	1
7372	B004UUHJKA	1
7373	B004UUK3YY	1
7374	B004UULSI4	1
7375	B004UVPDUM	1
7376	B004V3PS72	1
7377	B004V5XNB8	1
7378	B004V72JTS	1
7379	B004VAZ5ZA	1
7380	B004VD83YC	1
7381	B004VG77R8	1
7382	B004VGD0ZG	1
7383	B004VJEOOY	1
7384	B004VMLMVE	1
7385	B004VR9EWS	1
7386	B004VUYSO4	1
7387	B004VVJ6YU	1
7388	B004VWLDBS	1
7389	B004VXJO9U	1
7390	B004VXZJYE	1
7391	B004VYYA2K	1
7392	B004W1IX1G	2
7393	B004W6K4UE	1
7394	B004W7VLHI	1
7395	B004W801GE	1
7396	B004W8CN7Y	1
7397	B004W8PZ10	3
7398	B004W8V81G	1
7399	B004WA8ZSI	1
7400	B004WF47GW	1
7401	B004WKQ4H2	1
7402	B004WLRQMI	2
7403	B004WLX6WM	1
7404	B004WMITDW	1
7405	B004WOGZ3Q	1
7406	B004WP0IHE	1
7407	B004WPHM8M	1
7408	B004WPIA8I	1
7409	B004WX9XMM	1
7410	B004WZHOEE	1
7411	B004X0IAK0	1
7412	B004X0WBHS	1
7413	B004X4MPA2	1
7414	B004X55L9I	3
7415	B004X55LXE	1
7416	B004X56OU8	3
7417	B004X7TY08	1
7418	B004X8QK4A	1
7419	B004X9YQ6S	1
7420	B004XAYI0Q	1
7421	B004XDTJHU	1
7422	B004XDYJ9I	1
7423	B004XEVD32	1
7424	B004XIQN3I	1
7425	B004XNFDV6	1
7426	B004XNN5HU	1
7427	B004XNPV90	1
7428	B004XPIP0A	1
7429	B004XPIPG4	1
7430	B004XPIQIQ	1
7431	B004XU9PSQ	1
7432	B004XV6ST4	1
7433	B004XWNWAQ	1
7434	B004XZGZTS	1
7435	B004Y02JRO	1
7436	B004Y0OQ8E	1
7437	B004Y12LLC	1
7438	B004Y2VAVS	2
7439	B004Y4TZJK	1
7440	B004Y52N9I	1
7441	B004Y69QX8	1
7442	B004Y6GUDM	1
7443	B004Y7EEH0	1
7444	B004Y97ZLK	1
7445	B004YAFFKC	1
7446	B004YHZDW0	1
7447	B004YJSHJE	1
7448	B004YRTZ1U	1
7449	B004YRTZ5Q	1
7450	B004YVUJRU	1
7451	B004YZD8J2	1
7452	B004YZJDD2	1
7453	B004YZJKS0	1
7454	B004Z0VVEK	1
7455	B004Z20XCO	1
7456	B004Z4BZV0	2
7457	B004Z4Q7MC	1
7458	B004Z5ACTK	1
7459	B004Z5BY3S	1
7460	B004Z7H15Q	2
7461	B004Z7H1P6	1
7462	B004Z7H2EQ	2
7463	B004ZPENP4	1
7464	B004ZPGMV2	1
7465	B004ZSU68Y	1
7466	B004ZXWA1K	1
7467	B00503E8S2	1
7468	B00503FUZW	1
7469	B00503KNYU	1
7470	B00505DW2I	1
7471	B0050AMW6U	1
7472	B0050D1QXW	1
7473	B0050D1V2I	1
7474	B0050DW1U4	1
7475	B0050DWFT6	1
7476	B0050DWZBO	1
7477	B0050FZ3IE	1
7478	B0050GW5BQ	1
7479	B0050GWBTW	1
7480	B0050GWCZK	1
7481	B0050IOFGM	1
7482	B0050QPQGW	1
7483	B0050QQQ2K	1
7484	B0050R0V3O	1
7485	B0050SN4W8	1
7486	B0050SVGU0	1
7487	B0050SVGXM	2
7488	B0050SVLI2	1
7489	B0050SVNSU	1
7490	B0050SW33E	1
7491	B0050SW8OS	1
7492	B0050SX9VO	1
7493	B0050SXJXW	1
7494	B0050SXLQC	1
7495	B0050SXPBI	1
7496	B0050SXX88	1
7497	B0050SY0L2	1
7498	B0050SY4DG	1
7499	B0050SYAQ2	1
7500	B0050SYILE	1
7501	B0050SYJJA	1
7502	B0050SYTJK	1
7503	B0050SYY5E	1
7504	B0050SZBP6	1
7505	B0050SZE2G	1
7506	B0050ZJ4ZM	1
7507	B00513GVXG	1
7508	B0051475VC	1
7509	B005184RHI	1
7510	B0051938OK	1
7511	B005193TZ8	2
7512	B0051C2P8C	1
7513	B0051CSIME	1
7514	B0051D4GXS	1
7515	B0051DT7AU	1
7516	B0051DVTJC	1
7517	B0051EDAAC	1
7518	B0051F95PA	1
7519	B0051PW9B2	1
7520	B0051QH4F2	1
7521	B0051T1A72	1
7522	B0051TL964	1
7523	B0051U15VW	1
7524	B0051U17GU	1
7525	B0051U86Z0	1
7526	B00520DX6Q	1
7527	B00524H8MC	1
7528	B00524S8EE	1
7529	B0052B73PW	1
7530	B0052BGOIE	1
7531	B0052CID0A	1
7532	B0052D36TW	1
7533	B0052DA0X2	2
7534	B0052FC8XU	2
7535	B0052HHLJE	1
7536	B0052LC4KQ	1
7537	B0052QP3JK	1
7538	B0052T0CWK	1
7539	B0052UYJDC	1
7540	B0052X6HHK	1
7541	B0052XO8LW	1
7542	B0052YNJ7K	1
7543	B0052YZO1Y	1
7544	B0053B66KE	3
7545	B0053BCO00	1
7546	B0053BCP40	1
7547	B0053BG122	1
7548	B0053BQH9Y	1
7549	B0053BQN34	1
7550	B0053ETFYK	1
7551	B0053GV2T4	1
7552	B0053OLY9O	1
7553	B0053OQSBS	1
7554	B0053RW6EI	1
7555	B0053TJ2KM	1
7556	B0053WQE8C	1
7557	B0053YOKPY	1
7558	B0053YQ8E0	1
7559	B005407TU0	1
7560	B00541T7L8	1
7561	B00542NE98	1
7562	B005461LXU	1
7563	B00546RL0W	1
7564	B00546RTW2	1
7565	B0054NFY0Y	1
7566	B0054RRWM8	1
7567	B0054TJKTO	1
7568	B0054WJYRO	1
7569	B0054WONV6	1
7570	B0054XOMFM	1
7571	B005525ITQ	1
7572	B00553XM7K	1
7573	B00555FLWM	1
7574	B0055A1F4A	1
7575	B0055BXELG	1
7576	B0055FVIJC	1
7577	B0055HRK7Y	1
7578	B0055L2KFM	1
7579	B0055QZ216	1
7580	B0055RTHWK	1
7581	B0055STUTO	1
7582	B0055TNDOQ	1
7583	B0055XD7SE	1
7584	B00563AVZK	1
7585	B00565XY7A	1
7586	B005685BM8	1
7587	B00569P2V2	1
7588	B0056AG1V6	1
7589	B0056B85NC	1
7590	B0056BE0SG	1
7591	B0056G23FI	1
7592	B0056H4GHK	1
7593	B0056OVV08	1
7594	B0056RJTDG	2
7595	B0056WJA76	1
7596	B0056ZYRGW	1
7597	B005713PJA	1
7598	B00574M7MS	1
7599	B005764CWO	1
7600	B00579JSF2	1
7601	B0057AX6DQ	1
7602	B0057C9LT2	1
7603	B0057CWBR6	1
7604	B0057H1N66	1
7605	B0057ISKHA	1
7606	B0057IWAKS	1
7607	B0057M5286	1
7608	B0057MGKO6	1
7609	B0057R8SSM	1
7610	B0057VU4HQ	1
7611	B0057WDE8Q	1
7612	B0057X9LKU	1
7613	B0057X9WPY	1
7614	B0057Y3FAG	1
7615	B0057YK9GY	1
7616	B00589Y5FO	1
7617	B0058C7NT6	1
7618	B0058DR5TS	1
7619	B0058EOAUE	1
7620	B0058I1RNS	1
7621	B0058I6XH8	1
7622	B0058JZRYC	1
7623	B0058KTUC6	1
7624	B0058OTDV0	1
7625	B0058Q9KSO	1
7626	B0058V7M3Y	2
7627	B0058V89TK	1
7628	B0058VI1SO	1
7629	B0058WL77K	1
7630	B0058XFHKW	1
7631	B0058XRG9W	1
7632	B0058YBTQ2	1
7633	B0058YESY2	1
7634	B0058YFIPU	1
7635	B0058YHIEY	1
7636	B0058YJFKO	1
7637	B0058YQ3Q8	1
7638	B0058YU3GY	2
7639	B0058YVSPE	1
7640	B0058YXM8A	1
7641	B0058YYLEY	1
7642	B0058ZQP88	1
7643	B00591EDO4	1
7644	B00592XDZ8	1
7645	B005934WR0	2
7646	B00594618C	1
7647	B00594LPOC	1
7648	B00595BAY6	1
7649	B00595TJJY	1
7650	B0059797VW	1
7651	B0059BHJ4U	1
7652	B0059G1UDQ	1
7653	B0059L4S3U	1
7654	B0059P7JYG	1
7655	B0059QAVOU	1
7656	B0059RIL5K	1
7657	B0059SV0T8	1
7658	B0059UPV5K	1
7659	B0059VI462	1
7660	B005A0K7DU	1
7661	B005A3TNRI	1
7662	B005A531PG	1
7663	B005A54XF8	1
7664	B005AE823I	1
7665	B005AHKQNY	1
7666	B005AHLAC0	1
7667	B005AI1B2S	1
7668	B005AQ34LG	1
7669	B005AQB1W0	1
7670	B005AROAM2	1
7671	B005AW0RNS	1
7672	B005B17TN4	1
7673	B005B4UNLG	1
7674	B005B8MGDK	1
7675	B005BCFNC2	1
7676	B005BD7TMS	1
7677	B005BE2X4G	1
7678	B005BE6RGQ	1
7679	B005BF422G	1
7680	B005BHH366	1
7681	B005BNJ66A	1
7682	B005BOGLBW	1
7683	B005BQU2VU	1
7684	B005BRPMDM	1
7685	B005BS2ENC	1
7686	B005BVW7AO	1
7687	B005BVYXQA	1
7688	B005BVZ4J0	1
7689	B005BWB2NQ	1
7690	B005BXWA6S	1
7691	B005BY3Q1A	1
7692	B005C09YD2	1
7693	B005C1ZNMC	1
7694	B005C2D2H4	1
7695	B005C3EDC6	1
7696	B005C3F3SY	1
7697	B005C63ZN6	1
7698	B005C8N2QY	1
7699	B005C8PWQM	1
7700	B005C9G6R0	1
7701	B005C9GC42	1
7702	B005C9GNNW	1
7703	B005CAIY92	1
7704	B005CD3EBW	1
7705	B005CFO8RE	1
7706	B005CMHO5K	1
7707	B005CSNVU6	1
7708	B005CSOINU	1
7709	B005CSOKD8	1
7710	B005CSOS44	1
7711	B005CSZXBQ	1
7712	B005CTFYNM	1
7713	B005CWPTWU	1
7714	B005CXONO4	1
7715	B005CYVJ4U	1
7716	B005CYW1LK	1
7717	B005D2SWF0	1
7718	B005D4GEDU	1
7719	B005D4X2OE	1
7720	B005D5EJZE	1
7721	B005D7FBGI	1
7722	B005DB9HSC	1
7723	B005DEM4UC	1
7724	B005DEW1PA	1
7725	B005DFPGVK	1
7726	B005DIBLK2	1
7727	B005DIJTHY	1
7728	B005DJ5DR8	1
7729	B005DKHE92	1
7730	B005DLZEW0	1
7731	B005DMOTU2	1
7732	B005DNY5F0	1
7733	B005DPGB4G	1
7734	B005DPWECE	1
7735	B005DQ1KTG	1
7736	B005DSK6MQ	1
7737	B005DSMQY2	1
7738	B005DVAAYW	1
7739	B005DWJOGQ	1
7740	B005E0LGIG	1
7741	B005E1AVAY	1
7742	B005E1CDAK	1
7743	B005E1KR2Q	1
7744	B005E8JMLG	1
7745	B005EEYHAG	1
7746	B005EM41KE	1
7747	B005EP0DPI	1
7748	B005EU60UK	1
7749	B005EU7J00	1
7750	B005EW6HKQ	2
7751	B005EYG6K0	1
7752	B005EZ5GZU	1
7753	B005F06IY2	1
7754	B005F184WU	1
7755	B005F5K3NO	1
7756	B005F7J824	1
7757	B005FDXWNO	1
7758	B005FFSXZO	1
7759	B005FLTJ7Y	1
7760	B005FNJ5RQ	1
7761	B005FODYZE	1
7762	B005FOJBPQ	1
7763	B005FOJDAY	1
7764	B005FQN2L8	1
7765	B005FW8PR8	2
7766	B005FX9UGM	1
7767	B005FYEAJ8	1
7768	B005FYK2QI	1
7769	B005FZ7K3K	1
7770	B005FZPIHA	1
7771	B005FZYLIM	1
7772	B005G48BR4	1
7773	B005GG79O8	1
7774	B005GJF014	1
7775	B005GNOE30	1
7776	B005GPI8GC	1
7777	B005GQAHJ2	1
7778	B005GTNBGK	1
7779	B005GUPUHW	1
7780	B005GV96NU	1
7781	B005GVGIUO	1
7782	B005GVH9JI	1
7783	B005GVKMII	1
7784	B005GYGF5Y	1
7785	B005GYGFYU	2
7786	B005GYSJT4	1
7787	B005GYUTWO	1
7788	B005H1D1RQ	1
7789	B005H2SCWE	1
7790	B005H35R76	1
7791	B005H58ZWI	1
7792	B005H9KVOY	1
7793	B005HBGYT8	1
7794	B005HELAJO	1
7795	B005HEP41O	1
7796	B005HNM45E	1
7797	B005HVZ804	1
7798	B005HXE5BU	1
7799	B005I068JY	1
7800	B005I0K4HQ	1
7801	B005I1LZIM	1
7802	B005I62R6G	1
7803	B005I6DI1O	1
7804	B005I6YDEU	1
7805	B005I6Z4F2	1
7806	B005ID34TI	1
7807	B005IDBWK6	1
7808	B005IDI7YK	1
7809	B005IDQRVK	1
7810	B005IDRUUC	1
7811	B005IGU9IE	1
7812	B005IORR22	1
7813	B005IQS5WG	1
7814	B005IQS6P2	1
7815	B005ISVXZK	1
7816	B005IUZ11U	1
7817	B005IX37AE	1
7818	B005IXK5BI	1
7819	B005IZHM7Q	1
7820	B005IZOB0W	2
7821	B005IZTT90	1
7822	B005J20RWU	1
7823	B005J2VGL6	1
7824	B005J5K9KC	1
7825	B005J5ML2Q	1
7826	B005J6ZABO	1
7827	B005J7AZ18	1
7828	B005JAH3TC	1
7829	B005JB84GM	2
7830	B005JJDPKY	1
7831	B005JR5V8A	1
7832	B005JWQY40	1
7833	B005JX356O	1
7834	B005JYR0U0	1
7835	B005KB5MHA	1
7836	B005KBLUNU	1
7837	B005KBLVHA	1
7838	B005KBUBEE	1
7839	B005KBYSBQ	1
7840	B005KIQDYE	1
7841	B005KJHADG	1
7842	B005KK7BRK	1
7843	B005KOIWNI	1
7844	B005KQ37OU	1
7845	B005KQB22E	2
7846	B005KS37A2	1
7847	B005KWDCNA	1
7848	B005KYO0NY	1
7849	B005LC57K0	1
7850	B005LEEO66	1
7851	B005LGV2PA	1
7852	B005LJ06FO	1
7853	B005LLGUSY	1
7854	B005LLKTQ8	1
7855	B005LLLTG2	1
7856	B005LLZTAY	1
7857	B005LN5U42	1
7858	B005LRTKMG	1
7859	B005LUKL6C	1
7860	B005LVKPMQ	1
7861	B005LXBL54	1
7862	B005LXPSHG	1
7863	B005M2OT6W	1
7864	B005M37CFQ	1
7865	B005M4A78O	1
7866	B005M651M4	1
7867	B005M8VQX0	1
7868	B005MHDPBW	1
7869	B005MIKNS4	1
7870	B005MQ3BSK	1
7871	B005MT843Y	1
7872	B005MVSRMK	1
7873	B005MWHNO2	1
7874	B005MXHQXO	1
7875	B005MZO3ZQ	1
7876	B005N000IE	1
7877	B005N09K8A	1
7878	B005N0RX4S	1
7879	B005N2CQB6	1
7880	B005N73WNM	1
7881	B005N7H3RS	2
7882	B005NFJZ12	1
7883	B005NJTUWW	1
7884	B005NJV8CC	1
7885	B005NJVE6W	1
7886	B005NLH8SS	1
7887	B005NR9B8W	1
7888	B005NWGISS	1
7889	B005ODK4AE	1
7890	B005ODK88M	1
7891	B005ODKXSC	1
7892	B005OPR1SK	1
7893	B005ORBRNS	1
7894	B005OSFUZI	1
7895	B005OTEEHC	1
7896	B005OUS1MU	1
7897	B005P19SCU	1
7898	B005P1JHKI	1
7899	B005P1JI3Y	1
7900	B005P4N3LO	1
7901	B005P68KDI	1
7902	B005PD4DK0	1
7903	B005POLLQS	1
7904	B005PUONIK	1
7905	B005PVZPK4	1
7906	B005PXJE4A	1
7907	B005PY4IJU	1
7908	B005PYGW1W	1
7909	B005Q4TC2W	1
7910	B005Q5PXBU	1
7911	B005Q8DPDA	1
7912	B005Q8EM2I	1
7913	B005QBBTTO	1
7914	B005QBQBXS	1
7915	B005QG35GO	1
7916	B005QKF9NC	1
7917	B005QL7MQ8	1
7918	B005QNS26A	1
7919	B005QQ09K4	1
7920	B005QR8OP0	1
7921	B005QSZDJE	1
7922	B005QU91JK	1
7923	B005QUQP7G	1
7924	B005QXF4R0	1
7925	B005R9MX7M	1
7926	B005RON902	1
7927	B005S0KH7I	1
7928	B005S2K03W	2
7929	B005SG8EC2	1
7930	B005SKEBZ2	1
7931	B005SO8RQM	1
7932	B005SUW41U	1
7933	B005SW4YO8	1
7934	B005SWETD4	1
7935	B005SZCDVG	1
7936	B005SZP22S	1
7937	B005SZYFGC	1
7938	B005SZZYSU	1
7939	B005T3AHBU	1
7940	B005T4FLG0	1
7941	B005T7SJAW	1
7942	B005TESKW2	1
7943	B005THAX5Q	1
7944	B005THAX6K	1
7945	B005TPTCW8	1
7946	B005TR5ZCM	1
7947	B005TVYVI2	1
7948	B005U1SG3W	1
7949	B005U3MGTA	1
7950	B005UAB2ES	1
7951	B005UD7C7G	1
7952	B005UG0AW2	1
7953	B005UGIMNQ	1
7954	B005UK8WKU	1
7955	B005UTLXXE	1
7956	B005UV0N4M	1
7957	B005UY5PKQ	1
7958	B005UZMB02	1
7959	B005V0UPLI	1
7960	B005V4IIRW	1
7961	B005VBWUX8	1
7962	B005VPFOMI	1
7963	B005VPRFIO	1
7964	B005VRKC6Y	1
7965	B005VRLT6Q	1
7966	B005VSTL3S	1
7967	B005VY0140	1
7968	B005WIIAXE	1
7969	B005WO5R4S	1
7970	B005WPFLO8	1
7971	B005X6MESM	1
7972	B005XEIWX0	1
7973	B005XFTIIM	1
7974	B005XGXQ6Q	1
7975	B005XKU2X2	1
7976	B005XLTGRE	1
7977	B005XO9FWM	1
7978	B005XQ9C46	1
7979	B005XR3K5M	1
7980	B005XUI63K	1
7981	B005XVCUMM	2
7982	B005Y7S4PC	1
7983	B005YH7Z70	1
7984	B005YPCKJ0	1
7985	B005YPK7V8	1
7986	B005YPK8G2	1
7987	B005YPKL5U	1
7988	B005YR1VP2	1
7989	B005YR308S	1
7990	B005Z38UKE	1
7991	B005ZAKR1C	1
7992	B005ZEWGSA	1
7993	B005ZWJDBA	1
7994	B00601I2O4	1
7995	B00607G43O	1
7996	B0060E5L68	1
7997	B0060E5VLI	1
7998	B0060E7GSO	1
7999	B0060LLICC	1
8000	B0060MF98U	1
8001	B0060NQT9W	1
8002	B0060RZ5OI	1
8003	B0060RZMZK	1
8004	B0061FXN5C	1
8005	B0061G5JJ4	1
8006	B0061RSKTE	1
8007	B0062FN342	1
8008	B0062IBEIG	1
8009	B0062OOGQC	1
8010	B0062ORZSS	1
8011	B0062PS8HY	1
8012	B0062PV8Q2	1
8013	B0062X1EPO	1
8014	B006345RGY	1
8015	B00639N75M	1
8016	B0063NLQIS	1
8017	B0063NLRR8	1
8018	B0063NLRSC	1
8019	B0063NLRYQ	1
8020	B0063THIUW	1
8021	B00642O234	1
8022	B006476318	1
8023	B0064GNDNA	1
8024	B0064OUUF6	1
8025	B0064P1EZK	1
8026	B0064PJILM	1
8027	B0064TL8LQ	1
8028	B0064VHKTI	1
8029	B0064VQ0TO	1
8030	B00657AGEC	1
8031	B0065H8CXO	1
8032	B0065K95TG	1
8033	B0065MS9ZK	1
8034	B0065NNGGG	1
8035	B0065PZRD4	1
8036	B0065ZC9W6	1
8037	B00664OR80	1
8038	B0066E1J68	1
8039	B0066Q4F3A	1
8040	B0066SJPD8	1
8041	B00670VHW2	1
8042	B0067BGZBE	1
8043	B0067F7RLM	1
8044	B0067GUM2W	1
8045	B0067MCZLW	1
8046	B0067NYAXM	1
8047	B0067OXHI0	1
8048	B0067VMXMY	1
8049	B0067WLT6Y	1
8050	B00681S3WM	1
8051	B00681S4AS	1
8052	B00684H75I	1
8053	B0068EWM58	1
8054	B0068K4OBC	1
8055	B0068KNCBK	1
8056	B0068PI8C8	1
8057	B0068UD3NC	1
8058	B0068XMJUW	1
8059	B0068ZGF6E	1
8060	B00695TB5A	1
8061	B00696367S	1
8062	B00696433Y	1
8063	B006965FHW	1
8064	B00699WHMK	1
8065	B0069EB9CY	2
8066	B0069GO032	2
8067	B0069VA1RG	1
8068	B006BJG1TI	1
8069	B006C1OQFG	1
8070	B006C4VWX2	1
8071	B006C7RWX8	1
8072	B006C9Y4CI	1
8073	B006CC0BT0	1
8074	B006CD0RNE	1
8075	B006CD0V12	1
8076	B006CDGHSS	2
8077	B006CURUSC	1
8078	B006CZ5LIS	1
8079	B006D3JX10	1
8080	B006DE5S2C	2
8081	B006EEMZMW	1
8082	B006EKJBK0	1
8083	B006EX9BKM	1
8084	B006FK8S9O	1
8085	B006FQBRVY	1
8086	B006FYDEVW	1
8087	B006G7JVZ6	1
8088	B006G817JS	1
8089	B006G91H24	1
8090	B006GF4FS6	1
8091	B006GQS112	1
8092	B006GSRYMC	1
8093	B006GY2NK4	1
8094	B006H59MSS	1
8095	B006H9S5QO	1
8096	B006HFA1YC	3
8097	B006HFB5S8	1
8098	B006HFBQ0K	1
8099	B006HZX1P8	1
8100	B006IJFFH0	1
8101	B006IL02OY	2
8102	B006IVFCLC	1
8103	B006IYIQKS	1
8104	B006J2MGEQ	1
8105	B006J66CPG	1
8106	B006J77VL4	1
8107	B006JH1MYG	1
8108	B006JKASAC	1
8109	B006JOOGD8	1
8110	B006JSXGOE	1
8111	B006JTMDBK	1
8112	B006JUR6XY	1
8113	B006JV4UGE	1
8114	B006JYHGM6	1
8115	B006K6PH0Q	1
8116	B006K6PKF8	1
8117	B006KYYP06	1
8118	B006L1FKP2	1
8119	B006L7QGIG	1
8120	B006L9816E	1
8121	B006LC6WJY	1
8122	B006LFJDZQ	1
8123	B006LQLUPG	1
8124	B006LVZEN0	1
8125	B006M3RLU6	1
8126	B006MB5JPW	1
8127	B006MVP8TE	1
8128	B006N6ULJU	1
8129	B006NTENI2	1
8130	B006NZPZ8I	1
8131	B006O03ZFM	1
8132	B006O0Y84Y	1
8133	B006O1JGEK	1
8134	B006O6EP14	1
8135	B006O6EPKK	1
8136	B006O6EPP0	1
8137	B006O6F25W	1
8138	B006O6F932	1
8139	B006O6FGTE	1
8140	B006O6FIT2	1
8141	B006OEJFY8	1
